,index,postId,Score,UserId,CommentCount,Reputation,Views,UpVotes,DownVotes
2269,2269,51258,6,55746,0,6140,649,497,114
2270,2270,51402,2,55746,0,6140,649,497,114
2271,2271,51437,1,55746,0,6140,649,497,114
2272,2272,51503,1,55746,0,6140,649,497,114
2273,2273,51548,3,55746,0,6140,649,497,114
2274,2274,51610,1,55746,1,6140,649,497,114
2275,2275,51611,5,55746,1,6140,649,497,114
2276,2276,51774,1,55746,0,6140,649,497,114
2277,2277,51806,10,55746,4,6140,649,497,114
2278,2278,51846,1,55746,0,6140,649,497,114
2279,2279,52008,1,55746,11,6140,649,497,114
2280,2280,52244,0,55746,0,6140,649,497,114
2281,2281,59683,7,55746,4,6140,649,497,114
2282,2282,59897,3,55746,5,6140,649,497,114
2283,2283,59985,1,55746,2,6140,649,497,114
2284,2284,60040,3,55746,0,6140,649,497,114
2285,2285,60043,1,55746,0,6140,649,497,114
2286,2286,60060,1,55746,3,6140,649,497,114
2287,2287,61716,14,55746,3,6140,649,497,114
2288,2288,62411,1,55746,0,6140,649,497,114
2289,2289,62454,0,55746,0,6140,649,497,114
2290,2290,63083,0,55746,2,6140,649,497,114
2291,2291,63306,1,55746,0,6140,649,497,114
2292,2292,63434,2,55746,7,6140,649,497,114
2293,2293,63441,13,55746,4,6140,649,497,114
2294,2294,63976,1,55746,0,6140,649,497,114
2295,2295,65194,4,55746,2,6140,649,497,114
2296,2296,65236,2,55746,0,6140,649,497,114
2297,2297,65239,2,55746,5,6140,649,497,114
2298,2298,65504,4,55746,1,6140,649,497,114
2299,2299,65617,9,55746,6,6140,649,497,114
2300,2300,65745,2,55746,0,6140,649,497,114
2301,2301,65751,2,55746,0,6140,649,497,114
2302,2302,72667,2,55746,5,6140,649,497,114
2303,2303,90249,1,55746,5,6140,649,497,114
2304,2304,92583,2,55746,5,6140,649,497,114
2305,2305,93211,2,55746,2,6140,649,497,114
2306,2306,96738,8,55746,0,6140,649,497,114
2307,2307,96739,22,55746,0,6140,649,497,114
2308,2308,96757,0,55746,5,6140,649,497,114
2309,2309,96764,1,55746,0,6140,649,497,114
2310,2310,96829,2,55746,2,6140,649,497,114
2311,2311,97387,2,55746,12,6140,649,497,114
2312,2312,97388,1,55746,0,6140,649,497,114
2313,2313,97397,9,55746,11,6140,649,497,114
2314,2314,97660,6,55746,7,6140,649,497,114
2315,2315,97757,5,55746,2,6140,649,497,114
2316,2316,99393,1,55746,0,6140,649,497,114
2317,2317,99418,0,55746,0,6140,649,497,114
2318,2318,99536,2,55746,0,6140,649,497,114
2319,2319,99718,5,55746,19,6140,649,497,114
2320,2320,103294,0,55746,3,6140,649,497,114
2321,2321,103908,1,55746,6,6140,649,497,114
2322,2322,104919,0,55746,1,6140,649,497,114
2323,2323,105311,2,55746,6,6140,649,497,114
2324,2324,105420,0,55746,1,6140,649,497,114
2325,2325,105719,2,55746,0,6140,649,497,114
2326,2326,106067,1,55746,6,6140,649,497,114
2327,2327,106326,2,55746,0,6140,649,497,114
2328,2328,109579,3,55746,2,6140,649,497,114
2329,2329,111688,0,55746,2,6140,649,497,114
2330,2330,228,2,55746,0,121,20,2,0
2331,2331,231,4,55746,2,1815,188,149,3
2332,2332,237,1,55746,0,1815,188,149,3
2333,2333,242,12,55746,5,1815,188,149,3
2334,2334,389,12,55746,0,1815,188,149,3
2335,2335,481,7,55746,0,1815,188,149,3
2336,2336,1179,1,55746,2,1815,188,149,3
2337,2337,1637,20,55746,1,1815,188,149,3
2338,2338,1638,5,55746,1,1815,188,149,3
2339,2339,2385,6,55746,3,1815,188,149,3
2340,2340,3841,10,55746,1,1815,188,149,3
2341,2341,4383,8,55746,3,1815,188,149,3
2342,2342,4712,19,55746,1,1815,188,149,3
2343,2343,4713,17,55746,0,1815,188,149,3
2344,2344,4813,6,55746,2,1815,188,149,3
2345,2345,5079,5,55746,0,1815,188,149,3
2346,2346,5344,40,55746,0,1815,188,149,3
2347,2347,5426,3,55746,0,1815,188,149,3
2348,2348,5469,2,55746,0,1815,188,149,3
2349,2349,5470,23,55746,5,1815,188,149,3
2350,2350,6628,3,55746,0,1815,188,149,3
2351,2351,6843,0,55746,0,1815,188,149,3
2352,2352,7679,6,55746,0,1815,188,149,3
2353,2353,7788,4,55746,1,1815,188,149,3
2354,2354,7791,8,55746,6,1815,188,149,3
2355,2355,11659,62,55746,3,1815,188,149,3
2356,2356,13773,1,55746,2,1815,188,149,3
2357,2357,16390,25,55746,2,1815,188,149,3
2358,2358,16888,1,55746,0,1815,188,149,3
2359,2359,17845,1,55746,1,1815,188,149,3
2360,2360,22089,1,55746,0,1815,188,149,3
2361,2361,22576,6,55746,1,1815,188,149,3
2362,2362,22881,12,55746,2,1815,188,149,3
2363,2363,23855,3,55746,4,1815,188,149,3
2364,2364,25413,1,55746,0,1815,188,149,3
2365,2365,25415,6,55746,11,1815,188,149,3
2366,2366,29081,2,55746,4,1815,188,149,3
2367,2367,35553,1,55746,0,1815,188,149,3
2368,2368,44760,3,55746,3,1815,188,149,3
2369,2369,45664,0,55746,5,1815,188,149,3
2370,2370,63664,13,55746,0,1815,188,149,3
2371,2371,67725,5,55746,3,1815,188,149,3
2372,2372,73310,2,55746,3,1815,188,149,3
2373,2373,232,12,55746,2,261,34,41,1
2374,2374,11307,2,55746,0,261,34,41,1
2375,2375,18372,2,55746,0,261,34,41,1
2376,2376,48857,0,55746,0,261,34,41,1
2377,2377,48858,0,55746,0,261,34,41,1
2378,2378,78272,2,55746,0,261,34,41,1
2379,2379,78415,3,55746,2,261,34,41,1
2380,2380,86341,2,55746,1,261,34,41,1
2381,2381,234,5,55746,1,908,42,69,0
2382,2382,246,6,55746,0,908,42,69,0
2383,2383,1709,4,55746,5,908,42,69,0
2384,2384,6965,2,55746,0,908,42,69,0
2385,2385,7158,17,55746,6,908,42,69,0
2386,2386,7177,1,55746,0,908,42,69,0
2387,2387,7401,6,55746,1,908,42,69,0
2388,2388,8837,3,55746,0,908,42,69,0
2389,2389,10335,3,55746,0,908,42,69,0
2390,2390,11092,8,55746,0,908,42,69,0
2391,2391,11577,1,55746,0,908,42,69,0
2392,2392,11753,2,55746,0,908,42,69,0
2393,2393,19955,5,55746,6,908,42,69,0
2394,2394,20936,1,55746,11,908,42,69,0
2395,2395,32892,4,55746,9,908,42,69,0
2396,2396,34034,5,55746,0,908,42,69,0
2397,2397,41824,1,55746,1,908,42,69,0
2398,2398,48396,20,55746,5,908,42,69,0
2399,2399,247,2,55746,1,171,9,0,0
2400,2400,250,5,55746,5,171,9,0,0
2401,2401,248,4,55746,0,586,11,0,0
2402,2402,286,12,55746,0,586,11,0,0
2403,2403,291,7,55746,0,586,11,0,0
2404,2404,293,4,55746,1,586,11,0,0
2405,2405,294,25,55746,0,586,11,0,0
2406,2406,249,4,55746,1,63,9,1,0
2407,2407,887,3,55746,1,63,9,1,0
2408,2408,1487,1,55746,0,63,9,1,0
2409,2409,1488,1,55746,1,63,9,1,0
2410,2410,1490,1,55746,0,63,9,1,0
2411,2411,253,7,55746,0,2496,384,5,0
2412,2412,277,12,55746,0,2496,384,5,0
2413,2413,281,2,55746,0,2496,384,5,0
2414,2414,283,22,55746,0,2496,384,5,0
2415,2415,284,1,55746,1,2496,384,5,0
2416,2416,416,14,55746,1,2496,384,5,0
2417,2417,419,4,55746,0,2496,384,5,0
2418,2418,427,14,55746,0,2496,384,5,0
2419,2419,431,7,55746,0,2496,384,5,0
2420,2420,434,24,55746,4,2496,384,5,0
2421,2421,436,14,55746,0,2496,384,5,0
2422,2422,437,2,55746,1,2496,384,5,0
2423,2423,438,10,55746,1,2496,384,5,0
2424,2424,443,7,55746,0,2496,384,5,0
2425,2425,445,2,55746,2,2496,384,5,0
2426,2426,446,7,55746,0,2496,384,5,0
2427,2427,447,5,55746,0,2496,384,5,0
2428,2428,449,1,55746,0,2496,384,5,0
2429,2429,451,5,55746,1,2496,384,5,0
2430,2430,452,9,55746,4,2496,384,5,0
2431,2431,506,13,55746,1,2496,384,5,0
2432,2432,507,12,55746,1,2496,384,5,0
2433,2433,551,36,55746,4,2496,384,5,0
2434,2434,552,10,55746,0,2496,384,5,0
2435,2435,553,6,55746,0,2496,384,5,0
2436,2436,554,10,55746,0,2496,384,5,0
2437,2437,556,-1,55746,1,2496,384,5,0
2438,2438,557,33,55746,4,2496,384,5,0
2439,2439,561,12,55746,0,2496,384,5,0
2440,2440,563,8,55746,5,2496,384,5,0
2441,2441,564,5,55746,2,2496,384,5,0
2442,2442,826,4,55746,0,2496,384,5,0
2443,2443,967,23,55746,4,2496,384,5,0
2444,2444,1103,4,55746,0,2496,384,5,0
2445,2445,256,14,55746,0,522,111,16,1
2446,2446,257,14,55746,1,522,111,16,1
2447,2447,258,14,55746,0,522,111,16,1
2448,2448,259,12,55746,5,522,111,16,1
2449,2449,260,12,55746,1,522,111,16,1
2450,2450,264,5,55746,0,522,111,16,1
2451,2451,571,6,55746,1,522,111,16,1
2452,2452,1292,11,55746,0,522,111,16,1
2453,2453,6109,1,55746,0,522,111,16,1
2454,2454,6167,7,55746,1,522,111,16,1
2455,2455,6963,10,55746,6,522,111,16,1
2456,2456,105282,3,55746,0,522,111,16,1
2457,2457,267,7,55746,1,38,7,4,0
2458,2458,268,3,55746,1,160,14,20,3
2459,2459,614,22,55746,6,160,14,20,3
2460,2460,272,2,55746,0,31,4,0,0
2461,2461,273,1,55746,0,31,4,0,0
2462,2462,278,6,55746,1,615,77,95,0
2463,2463,280,4,55746,0,615,77,95,0
2464,2464,3686,3,55746,1,615,77,95,0
2465,2465,3765,0,55746,0,615,77,95,0
2466,2466,4305,5,55746,2,615,77,95,0
2467,2467,5371,1,55746,1,615,77,95,0
2468,2468,6897,5,55746,0,615,77,95,0
2469,2469,6917,1,55746,0,615,77,95,0
2470,2470,7240,7,55746,1,615,77,95,0
2471,2471,10529,4,55746,1,615,77,95,0
2472,2472,15639,2,55746,0,615,77,95,0
2473,2473,15640,1,55746,0,615,77,95,0
2474,2474,18179,2,55746,0,615,77,95,0
2475,2475,19271,11,55746,4,615,77,95,0
2476,2476,19896,9,55746,5,615,77,95,0
2477,2477,31087,13,55746,0,615,77,95,0
2478,2478,288,5,55746,0,248,34,11,0
2479,2479,321,10,55746,4,248,34,11,0
2480,2480,5962,8,55746,9,248,34,11,0
2481,2481,8281,6,55746,2,248,34,11,0
2482,2482,290,6,55746,1,205,17,0,0
2483,2483,1350,1,55746,1,205,17,0,0
2484,2484,1389,4,55746,0,205,17,0,0
2485,2485,1407,5,55746,0,205,17,0,0
2486,2486,298,55,55746,4,391,31,0,0
2487,2487,1513,1,55746,0,391,31,0,0
2488,2488,1542,1,55746,0,391,31,0,0
2489,2489,307,13,55746,3,629,64,65,0
2490,2490,2335,8,55746,3,629,64,65,0
2491,2491,2490,1,55746,0,629,64,65,0
2492,2492,2654,3,55746,5,629,64,65,0
2493,2493,2657,1,55746,2,629,64,65,0
2494,2494,2896,0,55746,2,629,64,65,0
2495,2495,5558,2,55746,0,629,64,65,0
2496,2496,6998,3,55746,0,629,64,65,0
2497,2497,15213,3,55746,5,629,64,65,0
2498,2498,16481,2,55746,1,629,64,65,0
2499,2499,18536,1,55746,0,629,64,65,0
2500,2500,24292,5,55746,0,629,64,65,0
2501,2501,36236,5,55746,1,629,64,65,0
2502,2502,114682,0,55746,0,629,64,65,0
2503,2503,311,7,55746,1,1281,105,61,4
2504,2504,338,7,55746,2,1281,105,61,4
2505,2505,411,31,55746,8,1281,105,61,4
2506,2506,414,20,55746,0,1281,105,61,4
2507,2507,420,8,55746,1,1281,105,61,4
2508,2508,675,49,55746,5,1281,105,61,4
2509,2509,1365,8,55746,3,1281,105,61,4
2510,2510,2897,6,55746,4,1281,105,61,4
2511,2511,7269,8,55746,1,1281,105,61,4
2512,2512,43169,2,55746,0,1281,105,61,4
2513,2513,313,3,55746,2,1293,266,55,0
2514,2514,365,4,55746,0,1293,266,55,0
2515,2515,366,1,55746,0,1293,266,55,0
2516,2516,402,3,55746,2,1293,266,55,0
2517,2517,458,2,55746,0,1293,266,55,0
2518,2518,1481,1,55746,1,1293,266,55,0
2519,2519,1509,1,55746,1,1293,266,55,0
2520,2520,2794,4,55746,0,1293,266,55,0
2521,2521,3253,0,55746,1,1293,266,55,0
2522,2522,3316,11,55746,0,1293,266,55,0
2523,2523,3431,2,55746,0,1293,266,55,0
2524,2524,4034,12,55746,0,1293,266,55,0
2525,2525,4220,44,55746,3,1293,266,55,0
2526,2526,4298,5,55746,0,1293,266,55,0
2527,2527,4606,3,55746,2,1293,266,55,0
2528,2528,4919,0,55746,3,1293,266,55,0
2529,2529,5877,2,55746,0,1293,266,55,0
2530,2530,5993,1,55746,1,1293,266,55,0
2531,2531,8500,2,55746,0,1293,266,55,0
2532,2532,9610,3,55746,4,1293,266,55,0
2533,2533,10062,6,55746,0,1293,266,55,0
2534,2534,10448,1,55746,0,1293,266,55,0
2535,2535,10465,14,55746,3,1293,266,55,0
2536,2536,10851,2,55746,0,1293,266,55,0
2537,2537,11214,0,55746,0,1293,266,55,0
2538,2538,12619,8,55746,0,1293,266,55,0
2539,2539,15647,2,55746,0,1293,266,55,0
2540,2540,17337,6,55746,7,1293,266,55,0
2541,2541,21687,1,55746,0,1293,266,55,0
2542,2542,23741,3,55746,2,1293,266,55,0
2543,2543,24433,3,55746,0,1293,266,55,0
2544,2544,26265,3,55746,3,1293,266,55,0
2545,2545,30474,2,55746,10,1293,266,55,0
2546,2546,31418,3,55746,2,1293,266,55,0
2547,2547,35776,3,55746,2,1293,266,55,0
2548,2548,35810,0,55746,1,1293,266,55,0
2549,2549,35930,0,55746,0,1293,266,55,0
2550,2550,36021,0,55746,0,1293,266,55,0
2551,2551,37967,1,55746,0,1293,266,55,0
2552,2552,38225,1,55746,3,1293,266,55,0
2553,2553,41020,1,55746,1,1293,266,55,0
2554,2554,41068,0,55746,0,1293,266,55,0
2555,2555,45985,1,55746,2,1293,266,55,0
2556,2556,48585,1,55746,0,1293,266,55,0
2557,2557,48640,0,55746,0,1293,266,55,0
2558,2558,54445,0,55746,1,1293,266,55,0
2559,2559,60605,0,55746,0,1293,266,55,0
2560,2560,65610,3,55746,1,1293,266,55,0
2561,2561,67425,1,55746,1,1293,266,55,0
2562,2562,73947,1,55746,1,1293,266,55,0
2563,2563,75052,1,55746,0,1293,266,55,0
2564,2564,78163,0,55746,0,1293,266,55,0
2565,2565,81680,0,55746,2,1293,266,55,0
2566,2566,85963,0,55746,0,1293,266,55,0
2567,2567,97277,1,55746,2,1293,266,55,0
2568,2568,114609,0,55746,1,1293,266,55,0
2569,2569,322,11,55746,0,367,67,34,1
2570,2570,323,22,55746,2,367,67,34,1
2571,2571,324,9,55746,0,367,67,34,1
2572,2572,326,12,55746,1,367,67,34,1
2573,2573,327,1,55746,0,367,67,34,1
2574,2574,354,8,55746,0,367,67,34,1
2575,2575,357,5,55746,5,367,67,34,1
2576,2576,511,26,55746,0,367,67,34,1
2577,2577,528,2,55746,1,367,67,34,1
2578,2578,793,0,55746,0,367,67,34,1
2579,2579,990,4,55746,1,367,67,34,1
2580,2580,998,0,55746,0,367,67,34,1
2581,2581,1025,4,55746,1,367,67,34,1
2582,2582,29308,1,55746,0,367,67,34,1
2583,2583,29477,8,55746,3,367,67,34,1
2584,2584,29952,0,55746,1,367,67,34,1
2585,2585,45420,0,55746,0,367,67,34,1
2586,2586,339,1,55746,6,121,9,12,0
2587,2587,23848,0,55746,0,121,9,12,0
2588,2588,345,1,55746,0,898,104,82,3
2589,2589,346,26,55746,2,898,104,82,3
2590,2590,422,0,55746,1,898,104,82,3
2591,2591,525,9,55746,0,898,104,82,3
2592,2592,822,2,55746,1,898,104,82,3
2593,2593,902,2,55746,1,898,104,82,3
2594,2594,915,3,55746,0,898,104,82,3
2595,2595,970,1,55746,0,898,104,82,3
2596,2596,1048,8,55746,2,898,104,82,3
2597,2597,1307,2,55746,0,898,104,82,3
2598,2598,1318,7,55746,2,898,104,82,3
2599,2599,1366,4,55746,0,898,104,82,3
2600,2600,1454,1,55746,1,898,104,82,3
2601,2601,1742,4,55746,0,898,104,82,3
2602,2602,3524,2,55746,0,898,104,82,3
2603,2603,4171,1,55746,0,898,104,82,3
2604,2604,7303,7,55746,0,898,104,82,3
2605,2605,26126,0,55746,0,898,104,82,3
2606,2606,29506,0,55746,0,898,104,82,3
2607,2607,30883,2,55746,9,898,104,82,3
2608,2608,33991,2,55746,0,898,104,82,3
2609,2609,36109,2,55746,1,898,104,82,3
2610,2610,48916,1,55746,0,898,104,82,3
2611,2611,67480,2,55746,0,898,104,82,3
2612,2612,347,2,55746,0,11,8,0,0
2613,2613,350,1,55746,0,11,2,8,0
2614,2614,351,4,55746,0,101,4,7,0
2615,2615,361,13,55746,1,208,52,48,1
2616,2616,1268,10,55746,4,208,52,48,1
2617,2617,1775,4,55746,1,208,52,48,1
2618,2618,2124,2,55746,0,208,52,48,1
2619,2619,372,2,55746,5,315,40,8,0
2620,2620,373,24,55746,2,315,40,8,0
2621,2621,374,6,55746,0,315,40,8,0
2622,2622,375,7,55746,1,315,40,8,0
2623,2623,12924,4,55746,0,315,40,8,0
2624,2624,79286,0,55746,0,315,40,8,0
2625,2625,381,6,55746,0,4022,1471,345,19
2626,2626,386,10,55746,5,4022,1471,345,19
2627,2627,393,26,55746,2,4022,1471,345,19
2628,2628,413,5,55746,0,4022,1471,345,19
2629,2629,415,4,55746,1,4022,1471,345,19
2630,2630,480,14,55746,0,4022,1471,345,19
2631,2631,490,16,55746,2,4022,1471,345,19
2632,2632,595,7,55746,5,4022,1471,345,19
2633,2633,609,6,55746,2,4022,1471,345,19
2634,2634,611,4,55746,2,4022,1471,345,19
2635,2635,632,4,55746,4,4022,1471,345,19
2636,2636,683,2,55746,0,4022,1471,345,19
2637,2637,725,5,55746,0,4022,1471,345,19
2638,2638,726,124,55746,1,4022,1471,345,19
2639,2639,727,61,55746,2,4022,1471,345,19
2640,2640,728,32,55746,2,4022,1471,345,19
2641,2641,754,4,55746,1,4022,1471,345,19
2642,2642,782,3,55746,0,4022,1471,345,19
2643,2643,812,6,55746,1,4022,1471,345,19
2644,2644,880,6,55746,2,4022,1471,345,19
2645,2645,882,4,55746,0,4022,1471,345,19
2646,2646,962,10,55746,1,4022,1471,345,19
2647,2647,973,16,55746,2,4022,1471,345,19
2648,2648,1031,6,55746,4,4022,1471,345,19
2649,2649,1166,8,55746,0,4022,1471,345,19
2650,2650,1269,2,55746,1,4022,1471,345,19
2651,2651,1415,1,55746,0,4022,1471,345,19
2652,2652,1417,5,55746,0,4022,1471,345,19
2653,2653,1431,4,55746,6,4022,1471,345,19
2654,2654,1445,4,55746,0,4022,1471,345,19
2655,2655,1449,27,55746,0,4022,1471,345,19
2656,2656,1468,8,55746,2,4022,1471,345,19
2657,2657,1526,2,55746,1,4022,1471,345,19
2658,2658,1539,10,55746,4,4022,1471,345,19
2659,2659,1560,6,55746,2,4022,1471,345,19
2660,2660,1878,11,55746,0,4022,1471,345,19
2661,2661,1947,13,55746,1,4022,1471,345,19
2662,2662,2433,6,55746,1,4022,1471,345,19
2663,2663,2674,5,55746,1,4022,1471,345,19
2664,2664,4137,3,55746,0,4022,1471,345,19
2665,2665,4139,2,55746,6,4022,1471,345,19
2666,2666,4210,5,55746,0,4022,1471,345,19
2667,2667,4260,1,55746,0,4022,1471,345,19
2668,2668,4364,26,55746,0,4022,1471,345,19
2669,2669,4538,6,55746,0,4022,1471,345,19
2670,2670,4590,34,55746,4,4022,1471,345,19
2671,2671,4613,4,55746,4,4022,1471,345,19
2672,2672,4821,6,55746,2,4022,1471,345,19
2673,2673,4902,4,55746,1,4022,1471,345,19
2674,2674,5051,2,55746,0,4022,1471,345,19
2675,2675,5089,3,55746,0,4022,1471,345,19
2676,2676,5432,5,55746,0,4022,1471,345,19
2677,2677,5438,4,55746,3,4022,1471,345,19
2678,2678,5440,5,55746,1,4022,1471,345,19
2679,2679,5441,3,55746,0,4022,1471,345,19
2680,2680,5466,3,55746,0,4022,1471,345,19
2681,2681,6229,12,55746,2,4022,1471,345,19
2682,2682,6464,3,55746,0,4022,1471,345,19
2683,2683,6517,2,55746,0,4022,1471,345,19
2684,2684,6716,2,55746,4,4022,1471,345,19
2685,2685,6838,12,55746,2,4022,1471,345,19
2686,2686,6988,12,55746,0,4022,1471,345,19
2687,2687,7013,2,55746,0,4022,1471,345,19
2688,2688,7103,6,55746,4,4022,1471,345,19
2689,2689,7162,6,55746,0,4022,1471,345,19
2690,2690,7251,5,55746,0,4022,1471,345,19
2691,2691,7949,3,55746,0,4022,1471,345,19
2692,2692,7954,4,55746,3,4022,1471,345,19
2693,2693,8076,4,55746,1,4022,1471,345,19
2694,2694,8115,1,55746,0,4022,1471,345,19
2695,2695,8121,0,55746,0,4022,1471,345,19
2696,2696,8198,12,55746,7,4022,1471,345,19
2697,2697,8517,5,55746,1,4022,1471,345,19
2698,2698,8615,3,55746,0,4022,1471,345,19
2699,2699,8721,3,55746,5,4022,1471,345,19
2700,2700,9075,3,55746,0,4022,1471,345,19
2701,2701,9212,3,55746,6,4022,1471,345,19
2702,2702,11445,11,55746,0,4022,1471,345,19
2703,2703,11519,3,55746,4,4022,1471,345,19
2704,2704,11584,0,55746,1,4022,1471,345,19
2705,2705,11586,4,55746,0,4022,1471,345,19
2706,2706,11658,2,55746,2,4022,1471,345,19
2707,2707,11660,8,55746,0,4022,1471,345,19
2708,2708,12636,5,55746,0,4022,1471,345,19
2709,2709,13553,3,55746,0,4022,1471,345,19
2710,2710,14970,0,55746,0,4022,1471,345,19
2711,2711,15004,8,55746,0,4022,1471,345,19
2712,2712,15248,1,55746,0,4022,1471,345,19
2713,2713,17315,4,55746,7,4022,1471,345,19
2714,2714,17469,2,55746,3,4022,1471,345,19
2715,2715,18032,12,55746,1,4022,1471,345,19
2716,2716,24241,5,55746,3,4022,1471,345,19
2717,2717,30299,9,55746,0,4022,1471,345,19
2718,2718,31892,9,55746,0,4022,1471,345,19
2719,2719,383,3,55746,0,7931,984,819,0
2720,2720,388,4,55746,1,7931,984,819,0
2721,2721,392,5,55746,0,7931,984,819,0
2722,2722,417,6,55746,0,7931,984,819,0
2723,2723,430,14,55746,2,7931,984,819,0
2724,2724,468,4,55746,0,7931,984,819,0
2725,2725,469,4,55746,0,7931,984,819,0
2726,2726,476,7,55746,0,7931,984,819,0
2727,2727,477,1,55746,0,7931,984,819,0
2728,2728,478,12,55746,4,7931,984,819,0
2729,2729,516,3,55746,0,7931,984,819,0
2730,2730,533,7,55746,1,7931,984,819,0
2731,2731,535,2,55746,0,7931,984,819,0
2732,2732,570,12,55746,2,7931,984,819,0
2733,2733,572,14,55746,0,7931,984,819,0
2734,2734,586,3,55746,0,7931,984,819,0
2735,2735,703,3,55746,0,7931,984,819,0
2736,2736,721,4,55746,0,7931,984,819,0
2737,2737,724,9,55746,0,7931,984,819,0
2738,2738,731,4,55746,2,7931,984,819,0
2739,2739,732,57,55746,4,7931,984,819,0
2740,2740,741,4,55746,1,7931,984,819,0
2741,2741,761,7,55746,0,7931,984,819,0
2742,2742,873,1,55746,0,7931,984,819,0
2743,2743,879,6,55746,0,7931,984,819,0
2744,2744,918,3,55746,2,7931,984,819,0
2745,2745,922,2,55746,1,7931,984,819,0
2746,2746,937,7,55746,0,7931,984,819,0
2747,2747,941,6,55746,0,7931,984,819,0
2748,2748,1051,5,55746,6,7931,984,819,0
2749,2749,1056,10,55746,0,7931,984,819,0
2750,2750,1057,2,55746,0,7931,984,819,0
2751,2751,1058,9,55746,0,7931,984,819,0
2752,2752,1070,4,55746,3,7931,984,819,0
2753,2753,1092,2,55746,0,7931,984,819,0
2754,2754,1151,10,55746,2,7931,984,819,0
2755,2755,1154,9,55746,0,7931,984,819,0
2756,2756,1159,1,55746,0,7931,984,819,0
2757,2757,1162,2,55746,0,7931,984,819,0
2758,2758,1416,2,55746,0,7931,984,819,0
2759,2759,1418,4,55746,0,7931,984,819,0
2760,2760,1419,3,55746,1,7931,984,819,0
2761,2761,1420,3,55746,0,7931,984,819,0
2762,2762,1452,15,55746,8,7931,984,819,0
2763,2763,1453,3,55746,0,7931,984,819,0
2764,2764,1456,8,55746,4,7931,984,819,0
2765,2765,1473,6,55746,1,7931,984,819,0
2766,2766,1482,1,55746,1,7931,984,819,0
2767,2767,1483,6,55746,4,7931,984,819,0
2768,2768,1506,1,55746,0,7931,984,819,0
2769,2769,1510,1,55746,0,7931,984,819,0
2770,2770,1532,15,55746,2,7931,984,819,0
2771,2771,1553,2,55746,0,7931,984,819,0
2772,2772,1582,11,55746,3,7931,984,819,0
2773,2773,1607,2,55746,2,7931,984,819,0
2774,2774,1609,6,55746,2,7931,984,819,0
2775,2775,1612,3,55746,1,7931,984,819,0
2776,2776,1632,164,55746,5,7931,984,819,0
2777,2777,1693,2,55746,1,7931,984,819,0
2778,2778,1730,7,55746,1,7931,984,819,0
2779,2779,1746,5,55746,0,7931,984,819,0
2780,2780,1917,6,55746,0,7931,984,819,0
2781,2781,1918,4,55746,0,7931,984,819,0
2782,2782,1922,8,55746,1,7931,984,819,0
2783,2783,1928,11,55746,1,7931,984,819,0
2784,2784,1940,7,55746,1,7931,984,819,0
2785,2785,1943,5,55746,3,7931,984,819,0
2786,2786,1945,6,55746,2,7931,984,819,0
2787,2787,1962,1,55746,3,7931,984,819,0
2788,2788,1982,6,55746,1,7931,984,819,0
2789,2789,1997,13,55746,3,7931,984,819,0
2790,2790,2036,7,55746,9,7931,984,819,0
2791,2791,2571,6,55746,0,7931,984,819,0
2792,2792,2575,3,55746,3,7931,984,819,0
2793,2793,2577,1,55746,2,7931,984,819,0
2794,2794,2583,2,55746,5,7931,984,819,0
2795,2795,2584,4,55746,0,7931,984,819,0
2796,2796,2595,3,55746,0,7931,984,819,0
2797,2797,2599,12,55746,3,7931,984,819,0
2798,2798,2620,3,55746,2,7931,984,819,0
2799,2799,2622,1,55746,8,7931,984,819,0
2800,2800,2629,17,55746,4,7931,984,819,0
2801,2801,2633,2,55746,1,7931,984,819,0
2802,2802,2645,28,55746,2,7931,984,819,0
2803,2803,2701,1,55746,4,7931,984,819,0
2804,2804,2731,3,55746,2,7931,984,819,0
2805,2805,2809,6,55746,2,7931,984,819,0
2806,2806,2810,0,55746,2,7931,984,819,0
2807,2807,2830,4,55746,4,7931,984,819,0
2808,2808,2877,2,55746,0,7931,984,819,0
2809,2809,2931,11,55746,1,7931,984,819,0
2810,2810,3071,8,55746,1,7931,984,819,0
2811,2811,3126,2,55746,1,7931,984,819,0
2812,2812,3144,7,55746,3,7931,984,819,0
2813,2813,3159,7,55746,3,7931,984,819,0
2814,2814,3182,5,55746,6,7931,984,819,0
2815,2815,3222,3,55746,0,7931,984,819,0
2816,2816,3246,17,55746,5,7931,984,819,0
2817,2817,3257,17,55746,2,7931,984,819,0
2818,2818,3269,3,55746,0,7931,984,819,0
2819,2819,3325,7,55746,0,7931,984,819,0
2820,2820,3330,4,55746,0,7931,984,819,0
2821,2821,3403,8,55746,6,7931,984,819,0
2822,2822,3422,8,55746,3,7931,984,819,0
2823,2823,3444,7,55746,1,7931,984,819,0
2824,2824,3447,3,55746,1,7931,984,819,0
2825,2825,3454,5,55746,2,7931,984,819,0
2826,2826,3472,4,55746,0,7931,984,819,0
2827,2827,3477,20,55746,0,7931,984,819,0
2828,2828,3500,6,55746,1,7931,984,819,0
2829,2829,3535,5,55746,1,7931,984,819,0
2830,2830,3540,4,55746,0,7931,984,819,0
2831,2831,3545,12,55746,0,7931,984,819,0
2832,2832,3583,3,55746,0,7931,984,819,0
2833,2833,3593,4,55746,1,7931,984,819,0
2834,2834,3621,3,55746,0,7931,984,819,0
2835,2835,3622,7,55746,0,7931,984,819,0
